full_text,sentiment,clean_text
@jzlove29 maaf ya kakk buat keluhan pulsa berkurangnya kak @jzlove29 silakan untuk mengaktifkan fitur jaga pulsa di aplikasi mytelkomsel agar pulsa ga terpotong tarif gprs normal ya. makasih :) -dita,negatif,kakk keluhan pulsa berkurangnya mengaktifkan fitur jaga pulsa aplikasi mytelkomsel pulsa terpotong tarif gprs normal
@cukibigwin @cukibigwin yukk scroll abisin kuota telkomselnya dan beli lagi untuk kebutuhan besok dengan promo yang tersedia di aplikasi mytelkomsel :) -joan,positif,yukk scroll abisin kuota telkomselnya beli kebutuhan besok promo tersedia aplikasi mytelkomsel
@gyubiukie eh kok bagus bgt ga keliatan unoff,positif,eh bagus keliatan unoff
eh sumpah kalo ada yg nemu binini v1 (with pc max 450 no pc max 380..) /keyring/message plush keyring (max. 380) (beda dikit ga masalah yg penting ga up 500‍️) kabarin aku ya plssss atau tolong hold in dulu buat aku pls aku pasti take sumpah mohon bgt ini maaahhh ,negatif,eh sumpah nemu binini v with pc max no pc max keyringmessage plush keyring max beda dikit up kabarin plssss hold in take sumpah maaahhh
@mydnsr_ waduuuh ada kendala sama jaringannya kak amoi? infoin lokasinya yuk biar bisa kami bantu supaya jaringannya bagus lagi ️ -dhea,negatif,waduuuh kendala jaringannya amoi lokasinya jaringannya bagus
@telkomsel dari dua bulan lalu min jm daerah purwantoro apa tidak sedih ak min,negatif,jm daerah purwantoro sedih ak
@lrsmayaa kalo kak maya user telkomsel juga? ️ -dhea,netral,maya user
@telkomsel @_alexiaaaa1_ min mauuuu:),netral,mauuuu
@telkomsel min masa tiap hari harus complain sih wakakaka alias tiap hari error teroooos,negatif,complain wakakaka alias error teroooos
@maulathomas1 bisa kak @maulathomas1. silakan coba clear cache uninstall lalu install kembali dengan aplikasi versi terbaru ya. namun jika masih belum bisa infokan nomor hp dan capture keterangan via dm agar dibantu lebih lanjut. makasih. -dhet,negatif,clear cache uninstall install aplikasi terbaru infokan capture keterangan
@chocoavcdo @chocoavcdo mantapp. pake terus telkomselnya dan happy weekend -joan,positif,mantapp telkomselnya happy weekend
@jinggabeelll innalilahi wa innailaihi rojiun,netral,innalilahi wa innailaihi rojiun
@misty_pril masih worth it paketnya ya kak pril btw ini nama paketnya apa ya? -dhea,positif,worth it paketnya pril btw nama paketnya
@tanyakanrl pengen pindah ke telkomsel tapi jaringan internetnya kayak keong kena stroke ,positif,pengen pindah jaringan internetnya kayak keong kena stroke
@telkomsel udah hampir 24 jam terhitung jam 4 sore kemaren sinyal telkomsel jelek bgt. kacau semua urusan saya gara2 kalian,negatif,jam terhitung jam sore kemaren sinyal jelek kacau urusan gara
dari pagi begini terus ini @telkomsel,netral,pagi
@qgvrl waahh thanks ya kak @qgvrl udah pakai telkomsel btw biasa aktifin paket yang mana nih? -dhea,positif,waahh pakai btw aktifin paket
@ibeguplease @telkomsel @ibeguplease joan cek interaksi di dm saat ini udah dibantu follow up keluhannya dan ditunggu dulu ya untuk proses selanjutnya. semoga koneksinya segera lancar :) -joan,positif,interaksi follow up keluhannya prose semoga koneksinya lancar
kok sinyal nya ilang @telkomsel ?,negatif,sinyal ilang
@adityanstr huhu mohon maaf kak @adityanstr atas kendala yang dialami namun jangan khawatir akan segera dibantu solusikan. berkenan konfirmasi kembali ke dm biar dibantu penanganan lebih lanjut ya. makasih -caris,negatif,huhu kendala dialami khawatir solusikan berkenan konfirmasi penanganan
@racunmicasa_ ga berminat pakai telkomsel nih kak micasa? -dhea,netral,berminat pakai micasa
@rumah60 @rumah60 duhh maaf ya kak. infokan nomor hp type perangkat dan type os ke dm. makasih -chika,negatif,duhh infokan type perangkat type o
@emakraindirga aci cek dm kak @emakraindirga sudah dibalas ya -aci,netral,dibalas
@rjczeslawa nah kalo kak @rjczeslawa suka aktifin paket yang mana nih? -dhea,positif,suka aktifin paket
@hyeo_ona asiiiikk worth it ya kak yeona paketnya btw thanks ya udah pakai telkomsel -dhea,positif,asiiiikk worth it yeona paketnya btw pakai
aplikasinya telkomsel napa kek berat bgt dah https://t.co/yqatetxwlc,negatif,aplikasinya napa kek berat dah
@saphiterbunk thanks ya kak cio udah pakai telkomsel nanti bisa kepoin terus mytelkomsel nya biar ga ketinggalan penawaran paket menarik lainnya ya ️ -dhea,positif,cio pakai kepoin mytelkomsel ketinggalan penawaran paket menarik
@30thfilm @fentyam_ @elch_13 @nuklirhytam @snoowiebee @leoraa_soraa @sakiminami @kagemoraii @zazazioo @fleurlovinreo @sforlifeei @love_tobioo @naysxay @kokoomi @pacarnezha @franchazzel @taekochenk @aikkuoliver @csseaaa_ @gigisfreetime @nserenityv @stysisi @flushhedface hehe makasihhhhhhhhh,netral,hehe makasihhhhhhhhh
baru aja mau ganti kartu tri krn indosat sm telkomsel mahal bgt fakk ternyata sama aja,negatif,ganti kartu krn sm mahal fakk
@djbbx4_ @djbbx4_ ga selalu kok kak jadi sekarang udah aman aplikasi mytelkomsel nya kak? :) -dita,positif,aman aplikasi mytelkomsel
@rytsar19 terjangkau ya kak paketnya btw kalo kak sakha biasa aktifin paket yang mana nih? ️ -dhea,positif,terjangkau paketnya btw sakha aktifin paket
cwe nya dohoon mah ngga hnr kocak,negatif,cwe dohoon mah ngga hnr kocak
@meyiiiss ahsiapp hari ini udah scrolling aplikasi mytelkomsel belum kak? banyak paket promonya lho :) -indah,netral,ahsiapp scrolling aplikasi mytelkomsel paket promonya
@yumeer_ yuhuuu worth it ya kak paketnya kalo kakak suka aktifin paket yang mana nih? ️ -dhea,positif,yuhuuu worth it paketnya suka aktifin paket
@telkomsel min mohon cek dm karena ada kendala yang saya hadapi terkait layanan telkomsel terimakasih,negatif,kendala hadapi terkait layanan terimakasih
@telkomsel amannn kakkk,positif,amannn kakkk
@telkomsel udah dari 2015. jadi tolong beri rewards tanpa undian selama 9 tahun ini yah tsel ^^,netral,reward undian tsel
@rismaylsaf makasih udah pilih telkomsel buat nemenin aktivitas network kakak-indah,positif,pilih nemenin aktivitas network
@alsheysai waduuh dari kapan nih koneksinya lambat kak @alsheysai? lokasi kendalanya ini dimana? ️ -dhea,negatif,waduuh koneksinya lambat lokasi kendalanya dimana
@hendra_wan20 @hendra_wan20 kak hendra maaf ya. silakan infokan nomor orbit via dm ya agar bisa dibantu lebih lanjut. makasih. -dhet,negatif,hendra infokan orbit
@chocoavcdo widihh keren banget jaringan dilokasinya aman ya kak? -indah,positif,widihh keren jaringan dilokasinya aman
@convomf @telkomsel min baru gur bilang kemaren telkom mahak hari ini jadi murah thank youu,positif,gur bilang kemaren telkom mahak murah thank youu
liburan makin happy internetan lancer tanpa worry! ada bonus pulsa telkomsel rp10 ribu tiap beli paket internet omg! via d-bank pro by danamon yang #selalumenggoda yuk transaksi sekarang! periode program hingga 12 januari 2025 info: https://t.co/hcao6fac2p #danamon #dbankpro https://t.co/cn2x6ncbyd,positif,liburan happy internetan lancer worry bonus pulsa ribu beli paket internet omg d pro by danamon transaksi periode program januari info
@steinwaysn kakak user telkomsel juga? biasa aktifin paket yang mana nih? ️ -dhea,netral,user aktifin paket
@emakraindirga @mytelkomselapp siap kak @emakraindirga. dm nya akan segera dibalas ya -aci,netral,dibalas
@_ppiyyaa huhu maaf bikin kesel ya kak @_ppiyyaa. aci bantu biar sinyal nya normal lagi ya. yuk infoin juga tanggal dan waktu kejadian lokasi detail (minimal kelurahan) ke dm agar data terjaga. tks -aci,negatif,huhu bikin kesel sinyal normal tanggal kejadian lokasi detail kelurahan data terjaga tks
@j_jae0297 hhhmnn kalo kak @j_jae0297 biasa aktifin paket yang berapa gb nih? yuk explore dan kepoin lagi pilihan paket di mytelkomsel nya ️ -dhea,positif,hhhmnn aktifin paket explore kepoin pilihan paket mytelkomsel
@shibaa4rmy @tokocrypto rupanya banyak jg yg gangguan y. itu kalau pake wifi rumah kayanya bang. sy buka di hp pake data seluler telkomsel bisa kok.,negatif,jg gangguan y wifi rumah kayanya bang sy buka data seluler
@sigittricahyono @sigittricahyono kak @sigittricahyon aci cek kakak udah berinteraksi sama temen aci di dm. silakan dilanjutkan ya -aci,netral,berinteraksi temen dilanjutkan
makin puas internetan dengan kuota melimpah dan jaringan super cepat dari paket super seru 5g cuma rp60.000 bisa dapet 40gb kuota + akses wetv vip mobile 30 hari. beli lewat mytelkomsel *363# atau outlet terdekat. *s&amp;k berlaku *khusus aceh &amp; sekitarnya. #telkomseljuara5g https://t.co/4vmy4wi1dc,positif,puas internetan kuota melimpah jaringan super cepat paket super seru g dapet kuota akses wetv vip mobile beli mytelkomsel outlet terdekat sampk berlaku khusus aceh amp
@haneulokal waduuuh kendala sinyalnya dari kapan nih kak agatha? lokasi kendalanya didaerah mana? ️ -dhea,negatif,waduuuh kendala sinyalnya agatha lokasi kendalanya didaerah
@telkomsel cara nya gimana?,netral,
@telkomsel @mytelkomselapp saya sudah send dm ya karena tetap tidak bisa,negatif,send
kapan uang deposit gw dibalikin indihom apakah harus gw relakan 300k ke perusahaan telkomsel?,negatif,uang deposit gw dibalikin indihom gw relakan perusahaan
ini kenapa makin banyak spam woi di sms @telkomsel,negatif,spam woi sm
@hourmaids @hourmaids okehh. dm-nya segera di cek dan respon. wait bentar lagi ya kak. -caris,netral,okehh respon wait bentar
@uiiaiouiiaio0 @rjjrlis kak @uiiaiouiiaio0 bisa cek penawaran promo yang tersedia buat nomor kakak di aplikasi mytelkomsel ya -aci,positif,penawaran promo tersedia aplikasi mytelkomsel
@emakraindirga @mytelkomselapp @emakraindirga sama-sama kak mifta. chika tunggu konfirmasinya ya. -chika,netral,mifta chika tunggu konfirmasinya
@telkomsel @buzzerpapanatas cek dm min,netral,
@chyrhmsr maafin ya kak @chyrhmsr dibikin kesel sama sms promo yang diterima. aci bantu cek lebih lanjut yuk. silakan infokan nomor hp nya ke dm biar data kakak aman. makasih -aci,netral,dibikin kesel sm promo diterima infokan data aman
@telkomsel bisa kak emang harus sellau clear cache ya?,negatif,emang sellau clear cache
@telkomsel tolong cek dm ya,netral,
@calentiaa @calentiaa okay meluncur dm kak calentia segera dibalas yuk ceki ceki. -chika,netral,okay meluncur calentia dibalas ceki ceki
@telkomsel @rjjrlis turunin lagi mint,positif,turunin mint
@telkomsel minnn cek dm plssssss,netral,minnn plssssss
@keylaalfiahyum1 @mytelkomsel hai kak. mytelkomsel mohon maaf yaa atas ketidaknyamanannya. terkait kendala yang kakak alami kakak bisa dm instagram nya @mytelkomsel ya kak ,negatif,mytelkomsel yaa ketidaknyamanannya terkait kendala alami instagram
yuk tonton semua series maxstream lewat aplikasi mytelkomsel cari fitur video dan nikmati semua tayangannya gratis. #iniitumakingampang,positif,tonton series maxstream aplikasi mytelkomsel cari fitur video nikmati tayangannya gratis
resolusi 2025 sih hidup sehat tapi apa daya kalau semesta mendukung untuk lanjutin series maxstream mulai dari series romance kayak dia angkasa dan sitkom seru apose boss baru semua masuk list untuk ditonton akhir tahun dan awal tahun 2025 ini. https://t.co/wlwr8gtawp,positif,resolusi hidup sehat daya semesta mendukung lanjutin series maxstream series romance kayak angkasa sitkom seru apose bos masuk list ditonton
@lopingsun @lopingsun masa sih? padahal banyak paket promo menarik dan murah lainnya loh kak yang tersedia di aplikasi mytelkomsel. yukk eksplor aplikasinya dulu :) -joan,positif,paket promo menarik murah loh tersedia aplikasi mytelkomsel yukk eksplor aplikasinya
@telkomsel @mytelkomselapp terimakasih infonya saya coba ya,netral,terimakasih infonya
@tanyakanrl @telkomsel murah,positif,murah
ga langganan ginian @telkomsel tp dapet terus. dan pelanggan disuruh nonaktifkan sendiri tp berbayar. kayak gini tuh ganggu banget lohh. knp pelanggan mu dikasih broadcast tanpa izin &amp; pas mau berenti malah pelanggan juga yg harus bayar? rip logic??? https://t.co/ukdaxjnbyn,negatif,langganan ginian tp dapet pelanggan disuruh nonaktifkan tp berbayar kayak gini ganggu lohh knp pelanggan mu dikasih broadcast izin amp pa berenti pelanggan bayar rip logic
@emakraindirga @mytelkomselapp @emakraindirga kak mifta silakan coba langkah yang sudah diinfokan sebelumnya ya. jika masih ga bisa lengkapi data ke dm agar dibantu lebih lanjut. makasih. -dhet,netral,mifta langkah diinfokan lengkapi data
@ekarkhi71550 @ekarkhi71550 yahh joan bantu yuk kalo koneksinya lemot. dari kapan nih? infoin nomor hpnya lokasi (kel kec kota) sama 2 nomor lain yang mengalami sama ke dm. -joan,negatif,yahh koneksinya lemot hpnya lokasi kel kec kota mengalami
@atleastwemet___ @tanyakanrl yg atas tri yg bawah telkomsel. tapi ga semua dapet aku punya 2 tapi yg ada kuota itu cuma salah satunya aja,netral,dapet kuota salah satunya
 semifinal carabao cup 2024: arsenal vs newcastle di emirates liverpool tandang ke tottenham. jangan sampai ketinggalan! langganan vidio platinum rp15.000 + kuota 2gb! beli di ️ @ mytelkomsel atau di https://t.co/z5wvw8jwl2 https://t.co/a84rkholah,netral,semifinal carabao cup arsenal v newcastle emirate liverpool tandang tottenham ketinggalan langganan vidio platinum kuota beli mytelkomsel
saran kartu yg paket internetnya gede tp murah selain telkomsel dan tri?,positif,saran kartu paket internetnya gede tp murah
@flowerwastee di telkomsel ada diskon cuman 39k +kuota nonton 2gb,positif,diskon cuman kuota nonton
@telkomsel ga di respon dmnya ?,netral,respon dmnya
@fourjeongwoo @indihomecare @fourjeongwoo maaf ya kak buat keluhan tagihannya dita cek kakak udah dm kami ya mohon ditunggu sambil cek berkala balesan dm nya ya kak :) -dita,negatif,keluhan tagihannya dita berkala balesan
@ibeguplease @indihomecare @ibeguplease kabel patch cordnya pastikan udah terpasang benar dan kencang yaa dan maafin kalo masih kendala koneksi huhu. nantikan balesan selanjutnya dari kami di dm :) -joan,negatif,kabel patch cordnya pastikan terpasang kencang yaa kendala koneksi huhu nantikan balesan
pssi kontol,netral,pssi kontol
hunterxhunter ini bukannya lanjutin manga malah collab sama mobile legend kocak,netral,hunterxhunter lanjutin manga collab mobile legend kocak
@tanyakanrl lebih murah telkomsel ya 4gb 15k,positif,murah
@trulydev1l @trulydev1l oke siap kak kylian. lanjutin interaksi selanjutnya dari temen joan di dm. -joan,netral,oke kylian lanjutin interaksi temen
@wywm21 dm-nya akan dibalas kembali ya kak @wywm21. ditunggu dan cek berkala. -dhet,netral,dibalas berkala
@kkuraa_ @_alexiaaaa1_ @kkuraa_ okee siapp. dm-nya akan segera dibalas ya. mohon ditunggu. makasih.-dya,netral,okee siapp dibalas
@arioadimas @tokocrypto @telkomsel justru karena pake telkomsel. di telkomsel itu kita pake ssl sama ftp dituduh hacker ,netral,ssl ftp dituduh hacker
anak lanang belum nikah umur 30 gak masalah namanya juga cari duit buat keluarga. anak perempuan umur 25 belum punya pacar aja disenggol mulu. giliran mau lanjut s2 atau cari kerja yang lebih oke disentil dengan: cewek ngapain sekolah tinggi bsk juga ngikut suami. ,negatif,anak lanang nikah umur namanya cari duit keluarga anak perempuan umur pacar disenggol mulu giliran s cari kerja oke disentil cewek ngapain sekolah bsk ngikut suami
@telkomsel cek lagi ya min,netral,
@tanyakanrl gw sementara pindah ke telkomsel kemarin ya lumayan dah 100rb 100gb walau 28 hari promo akhir tahun jugaa,positif,gw pindah kemarin lumayan dah rb promo jugaa
@annlistyana dm kakak kan segera dibalas sesuai antria ya kak @annlistyana -aci,positif,dibalas sesuai antria
@fajrialfarsy @fajrialfarsy waduh maaf sekali kak fajri kalo ada keluhan paket darurat yang tiba-tiba aktif. akan dilakukan pengecekan lebih lanjutnya di dm yaa kak ditunggu :) -joan,negatif,fajri keluhan paket darurat aktif pengecekan yaa
@telkomsel plis km jangan mahal mahal,negatif,plis km mahal mahal
@telkomsel tolong kebijakan sms ads kalian itu di stop deh. nomor hp itu data pribadi loh!!! malah dikomersialisasikan tanpa persetujuan cust. pake effort pula cust bwt stop ads. ga berlangganan disuruh stop. ganggu bgt https://t.co/lw9m8huskb,negatif,kebijakan sm ad stop data pribadi loh dikomersialisasikan persetujuan cust effort cust stop ad berlangganan disuruh stop ganggu
@lemongraaaaaabb @lemongraaaaaabb kak ricky ditunggu dan lanjukan interaksinya di dm agar dibantu lebih lanjut ya. makasih. -dhet,netral,ricky lanjukan interaksinya
convert cv pulsa telkomsel byu axis xl #zonauang,netral,convert cv pulsa byu axis xl
@trybestronger kak ra pakai telkomsel kah? yuk kepoin lagi pilihan paket di menu beli paket mytelkomsel nya masih banyak penawaran paket menariknya loh -dhea,positif,ra pakai kah kepoin pilihan paket menu beli paket mytelkomsel penawaran paket menariknya loh
@telkomsel minn cek dm,netral,minn
@atelierbabesuh @atelierbabesuh iya siap nanti temen joan lanjut bales dmnya. -joan,netral,iya temen bale dmnya
@khamam_ @khamam_ kak kha_mam untuk un-registrasi kartu bisa melalui dial *444# dan ikuti petunjuk yang diberikan atau melalui grapari terdekat jika kartu hilang. makasih. -dhet,negatif,khamam un kartu dial ikuti petunjuk grapari terdekat kartu hilang
@tanyakanrl telkomsel user menyimak,netral,user menyimak
kuota cv pulsa token listrik dll telkomsel indosat tri xl axis byu smartfren #zonauang,netral,kuota cv pulsa token listrik xl axis byu smartfren
